"fixed.acidity";"volatile.acidity";"citric.acid";"residual.sugar";"chlorides";"free.sulfur.dioxide";"total.sulfur.dioxide";"density";"pH";"sulphates";"alcohol";"quality"
6.7;0.23;0.26;0.336472236621213;0.06;33;154;0.9934;3.24;-0.579818495252942;2.2512917986065;"6"
7.4;0.18;0.31;0.336472236621213;0.058;38;167;0.9931;3.16;-0.63487827243597;2.30258509299405;"7"
6.2;0.45;0.26;1.48160454092422;0.063;63;206;0.994;3.27;-0.653926467406664;2.28238238567653;"4"
6.2;0.46;0.25;1.48160454092422;0.066;62;207;0.9939;3.25;-0.653926467406664;2.28238238567653;"5"
7;0.31;0.26;2.00148000021012;0.069;28;160;0.9954;3.13;-0.776528789498996;2.28238238567653;"6"
6.9;0.19;0.35;1.6094379124341;0.067;32;150;0.995;3.36;-0.7339691750802;2.28238238567653;"5"
7.2;0.19;0.31;0.470003629245736;0.062;31;173;0.9917;3.35;-0.82098055206983;2.45958884180371;"6"
6.6;0.25;0.29;0.0953101798043249;0.068;39;124;0.9914;3.34;-0.544727175441672;2.39789527279837;"7"
6.2;0.16;0.33;0.0953101798043249;0.057;21;82;0.991;3.32;-0.776528789498996;2.3887627892351;"7"
6.4;0.18;0.35;0;0.045;39;108;0.9911;3.31;-1.04982212449868;2.3887627892351;"6"
6.9;0.25;0.35;0.262364264467491;0.039;29;191;0.9908;3.13;-0.653926467406664;2.39789527279837;"6"
7.2;0.21;0.34;2.47653840011748;0.043;37;213;0.9962;3.09;-0.693147180559945;2.26176309847379;"6"
6;0.19;0.26;2.51769647261099;0.048;50;147;0.9972;3.3;-1.02165124753198;2.18605127673809;"6"
6.6;0.38;0.15;1.52605630349505;0.044;25;78;0.9931;3.11;-0.967584026261706;2.32238772029023;"6"
7.4;0.2;0.36;0.182321556793955;0.038;44;111;0.9926;3.36;-1.07880966137193;2.29253475714054;"6"
6;0.19;0.26;2.51769647261099;0.048;50;147;0.9972;3.3;-1.02165124753198;2.18605127673809;"6"
7;0.47;0.07;0.0953101798043249;0.035;17;151;0.991;3.02;-1.07880966137193;2.35137525716348;"5"
6.6;0.38;0.15;1.52605630349505;0.044;25;78;0.9931;3.11;-0.967584026261706;2.32238772029023;"6"
7.2;0.24;0.27;0.336472236621213;0.038;31;122;0.9927;3.15;-0.776528789498996;2.33214389523559;"6"
6.2;0.35;0.03;0.182321556793955;0.064;29;120;0.9934;3.22;-0.616186139423817;2.2082744135228;"5"
6.4;0.26;0.24;1.85629799036563;0.04;27;124;0.9903;3.22;-0.713349887877465;2.53369681395743;"7"
6.7;0.23;0.31;0.741937344729377;0.046;30;96;0.9926;3.33;-0.446287102628419;2.37024374146786;"8"
7.4;0.24;0.29;2.31253542384721;0.05;21;105;0.9962;3.13;-1.04982212449868;2.2512917986065;"5"
6.2;0.27;0.43;2.05412373369555;0.056;48;244;0.9956;3.1;-0.673344553263766;2.19722457733622;"6"
6.8;0.3;0.23;1.52605630349505;0.061;50.5;238.5;0.9958;3.32;-0.510825623765991;2.2512917986065;"5"
8.6;0.23;0.46;0;0.054;9;72;0.9941;2.95;-0.713349887877465;2.2082744135228;"6"
6.7;0.23;0.31;0.741937344729377;0.046;30;96;0.9926;3.33;-0.446287102628419;2.37024374146786;"8"
7.4;0.24;0.29;2.31253542384721;0.05;21;105;0.9962;3.13;-1.04982212449868;2.2512917986065;"5"
7.1;0.18;0.36;0.336472236621213;0.043;31;87;0.9898;3.26;-0.994252273343867;2.54160199346455;"7"
7;0.32;0.34;0.262364264467491;0.042;20;69;0.9912;3.31;-0.430782916092454;2.484906649788;"7"
7.4;0.18;0.3;2.17475172148416;0.064;26;103;0.9961;2.94;-0.579818495252942;2.23001440015921;"5"
7.1;0.2;0.34;2.77258872223978;0.05;51;166;0.9985;3.21;-0.510825623765991;2.21920348405499;"6"
7.1;0.34;0.2;1.80828877117927;0.063;47;164;0.9946;3.17;-0.867500567704723;2.30258509299405;"5"
7.3;0.22;0.3;2.10413415427021;0.047;42;207;0.9966;3.33;-0.776528789498996;2.2512917986065;"6"
6.8;0.25;0.31;2.58776403522771;0.05;69;202;0.9972;3.22;-0.7339691750802;2.27212588550934;"6"
6.1;0.27;0.43;2.01490302054226;0.049;65;243;0.9957;3.12;-0.755022584278033;2.19722457733622;"5"
6.9;0.24;0.33;0.53062825106217;0.035;47;136;0.99;3.26;-0.916290731874155;2.53369681395743;"7"
6.9;0.21;0.33;0.587786664902119;0.034;48;136;0.9899;3.25;-0.891598119283784;2.53369681395743;"7"
7.5;0.17;0.32;0.53062825106217;0.04;51;148;0.9916;3.21;-0.82098055206983;2.4423470353692;"7"
7.1;0.26;0.29;2.51769647261099;0.044;62;240;0.9969;3.04;-0.867500567704723;2.21920348405499;"6"
8.6;0.265;0.36;0.182321556793955;0.034;15;80;0.9913;2.95;-1.02165124753198;2.43361335540045;"7"
7.4;0.25;0.37;2.60268968544438;0.06;52;192;0.9975;3;-0.82098055206983;2.2082744135228;"5"
7.1;0.12;0.32;2.26176309847379;0.054;64;162;0.9962;3.4;-0.891598119283784;2.24070968927596;"5"
6;0.21;0.24;2.4932054526027;0.05;55;164;0.997;3.34;-0.941608539858445;2.24070968927596;"5"
7.5;0.305;0.4;2.9391619220656;0.059;44;170;1;2.99;-0.776528789498996;2.19722457733622;"5"
7.4;0.25;0.37;2.60268968544438;0.06;52;192;0.9975;3;-0.82098055206983;2.2082744135228;"5"
7.3;0.13;0.32;2.66722820658195;0.051;34;109;0.9974;3.2;-1.04982212449868;2.21920348405499;"6"
7.1;0.12;0.32;2.26176309847379;0.054;64;162;0.9962;3.4;-0.891598119283784;2.24070968927596;"5"
7.1;0.23;0.35;2.80336038090653;0.04;60;171;0.999;3.16;-0.527632742082372;2.2082744135228;"6"
7.1;0.23;0.35;2.80336038090653;0.04;60;171;0.999;3.16;-0.527632742082372;2.2082744135228;"6"
6.9;0.33;0.28;0.262364264467491;0.051;37;187;0.9927;3.27;-0.510825623765991;2.33214389523559;"5"
7.2;0.27;0.46;2.93119375241642;0.052;45;255;1;3.04;-0.653926467406664;2.18605127673809;"5"
7.2;0.31;0.5;2.58776403522771;0.056;68;195;0.9982;3.01;-0.755022584278033;2.21920348405499;"5"
6.7;0.41;0.34;2.21920348405499;0.049;29;150;0.9968;3.22;-0.673344553263766;2.2082744135228;"5"
6.7;0.41;0.34;2.21920348405499;0.049;29;150;0.9968;3.22;-0.673344553263766;2.2082744135228;"5"
6;0.31;0.24;1.19392246847243;0.041;25;143;0.9914;3.31;-0.82098055206983;2.42480272571829;"6"
7;0.14;0.4;0.53062825106217;0.035;16;85;0.9911;3.19;-0.867500567704723;2.46809953147162;"6"
7.2;0.31;0.5;2.58776403522771;0.056;68;195;0.9982;3.01;-0.755022584278033;2.21920348405499;"5"
7.3;0.32;0.48;2.58776403522771;0.06;57;196;0.9982;3.04;-0.693147180559945;2.21920348405499;"5"
5.9;0.36;0.04;1.7404661748405;0.046;21;87;0.9934;3.22;-0.673344553263766;2.32238772029023;"5"
7.8;0.24;0.32;2.50143595173921;0.054;42;138;0.9984;3.01;-0.616186139423817;2.17475172148416;"5"
7.4;0.16;0.31;1.92424865227413;0.059;31;131;0.9952;3.29;-1.07880966137193;2.27212588550934;"5"
6.9;0.19;0.28;1.6094379124341;0.058;14;146;0.9952;3.29;-1.02165124753198;2.2082744135228;"6"
6.7;0.19;0.36;0.0953101798043249;0.026;63;143;0.9912;3.27;-0.7339691750802;2.39789527279837;"6"
7.4;0.39;0.23;1.94591014905531;0.033;29;126;0.994;3.14;-0.867500567704723;2.35137525716348;"5"
6.5;0.24;0.32;2.02814824729229;0.038;48;203;0.9958;3.45;-0.616186139423817;2.27212588550934;"7"
6.1;0.3;0.56;1.02961941718116;0.044;47;179;0.9924;3.3;-0.562118918153541;2.3887627892351;"7"
6.1;0.3;0.56;0.993251773010283;0.046;46;184;0.9924;3.31;-0.562118918153541;2.3887627892351;"6"
5.7;0.26;0.25;2.34180580614733;0.02;7;57;0.994;3.39;-0.994252273343867;2.36085400111802;"5"
6.5;0.24;0.32;2.02814824729229;0.038;48;203;0.9958;3.45;-0.616186139423817;2.27212588550934;"7"
6.5;0.425;0.4;2.57261223020711;0.038;59;241;0.9979;3.23;-0.562118918153541;2.19722457733622;"5"
6.6;0.24;0.27;2.76000994003292;0.035;46;188;0.9982;3.24;-0.673344553263766;2.21920348405499;"5"
6.8;0.27;0.22;2.09186406167839;0.034;55;203;0.9961;3.19;-0.653926467406664;2.18605127673809;"5"
6.7;0.27;0.31;2.75366071235426;0.036;44;179;0.9979;3.26;-0.579818495252942;2.26176309847379;"5"
8.2;0.23;0.4;0.182321556793955;0.027;36;121;0.992;3.12;-0.967584026261706;2.37024374146786;"6"
6.8;0.19;0.36;0.641853886172395;0.035;30;96;0.9917;3.15;-0.616186139423817;2.37954613413017;"7"
8.1;0.28;0.39;0.641853886172395;0.029;18;79;0.9923;3.23;-0.653926467406664;2.46809953147162;"6"
6.3;0.31;0.34;0.78845736036427;0.045;20;77;0.9927;3.3;-0.843970070294529;2.32238772029023;"5"
7.9;0.21;0.4;0.182321556793955;0.039;38;107;0.992;3.21;-0.616186139423817;2.37954613413017;"6"
8.5;0.21;0.41;1.45861502269952;0.036;24;99;0.9947;3.18;-0.63487827243597;2.27212588550934;"6"
8.1;0.2;0.4;0.693147180559945;0.037;19;87;0.9921;3.12;-0.616186139423817;2.41591377830105;"6"
6.3;0.255;0.37;0.0953101798043249;0.04;37;114;0.9905;3;-0.941608539858445;2.3887627892351;"6"
5.6;0.16;0.27;0.336472236621213;0.044;53;168;0.9918;3.28;-0.994252273343867;2.31253542384721;"6"
6.3;0.34;0.33;1.52605630349505;0.034;19;80;0.9917;3.38;-0.544727175441672;2.484906649788;"7"
6.9;0.25;0.3;1.41098697371026;0.054;23;116;0.994;2.99;-0.967584026261706;2.24070968927596;"6"
7.9;0.22;0.38;2.07944154167984;0.043;46;152;0.9934;3.12;-1.13943428318836;2.4423470353692;"7"
7.6;0.18;0.46;2.32238772029023;0.055;58;135;0.9968;3.14;-0.843970070294529;2.29253475714054;"6"
6.9;0.25;0.3;1.41098697371026;0.054;23;116;0.994;2.99;-0.967584026261706;2.24070968927596;"6"
7.2;0.18;0.41;0.182321556793955;0.048;41;97;0.9919;3.14;-0.798507696217772;2.34180580614733;"5"
7.4;0.24;0.42;2.63905732961526;0.066;48;198;0.9979;2.89;-0.867500567704723;2.18605127673809;"6"
7.4;0.24;0.42;2.63905732961526;0.066;48;198;0.9979;2.89;-0.867500567704723;2.18605127673809;"6"
6.1;0.32;0.24;0.405465108108164;0.036;38;124;0.9898;3.29;-0.867500567704723;2.51769647261099;"7"
5.2;0.44;0.04;0.336472236621213;0.036;43;119;0.9894;3.36;-1.10866262452161;2.4932054526027;"8"
5.2;0.44;0.04;0.336472236621213;0.036;43;119;0.9894;3.36;-1.10866262452161;2.4932054526027;"8"
6.1;0.32;0.24;0.405465108108164;0.036;38;124;0.9898;3.29;-0.867500567704723;2.51769647261099;"7"
6.4;0.22;0.56;2.67414864942653;0.055;27;159;0.998;2.98;-0.916290731874155;2.2082744135228;"5"
6.3;0.36;0.3;1.56861591791385;0.049;14;85;0.9932;3.28;-0.941608539858445;2.36085400111802;"5"
7.4;0.24;0.42;2.63905732961526;0.066;48;198;0.9979;2.89;-0.867500567704723;2.18605127673809;"6"
6.7;0.24;0.35;2.57261223020711;0.05;64;205;0.997;3.15;-0.693147180559945;2.2512917986065;"5"
7;0.23;0.36;2.56494935746154;0.051;72;177;0.9972;3.16;-0.713349887877465;2.28238238567653;"5"
8.4;0.27;0.46;2.16332302566054;0.048;39;197;0.9974;3.14;-0.527632742082372;2.26176309847379;"6"
6.7;0.46;0.18;0.8754687373539;0.034;25;98;0.9896;3.08;-0.82098055206983;2.53369681395743;"7"
7.5;0.29;0.31;2.19165353228676;0.055;20;151;0.9968;3.08;-0.616186139423817;2.23001440015921;"5"
7.1;0.3;0.46;0.405465108108164;0.066;29;133;0.9906;3.12;-0.616186139423817;2.54160199346455;"6"
7.9;0.19;0.45;0.405465108108164;0.045;17;96;0.9917;3.13;-0.941608539858445;2.39789527279837;"6"
7.6;0.48;0.37;-0.22314355131421;0.037;4;100;0.9902;3.03;-0.941608539858445;2.43361335540045;"4"
6.3;0.22;0.43;1.51512723296286;0.038;31;130;0.9918;3.35;-1.10866262452161;2.4423470353692;"7"
7.5;0.27;0.31;2.87356463957978;0.051;33;173;0.999;3.09;-0.446287102628419;2.32238772029023;"5"
6.9;0.23;0.4;2.01490302054226;0.04;50;151;0.9927;3.11;-1.30933331998376;2.43361335540045;"6"
7.2;0.32;0.47;1.62924053973028;0.044;19;65;0.991;3.03;-0.891598119283784;2.53369681395743;"4"
5.9;0.23;0.3;2.55722731136763;0.054;57;170;0.9972;3.28;-0.941608539858445;2.24070968927596;"5"
6.4;0.25;0.32;1.70474809223843;0.049;41;176;0.995;3.19;-0.385662480811985;2.21920348405499;"6"
6.4;0.33;0.31;1.70474809223843;0.048;42;173;0.9951;3.19;-0.415515443961666;2.23001440015921;"6"
7.1;0.34;0.15;0.182321556793955;0.053;61;183;0.9936;3.09;-0.843970070294529;2.21920348405499;"5"
6.8;0.28;0.4;3.09104245335832;0.048;48;167;1.001;2.93;-0.693147180559945;2.16332302566054;"5"
6.9;0.27;0.4;2.63905732961526;0.05;64;227;0.9979;3.18;-0.544727175441672;2.26176309847379;"6"
6.8;0.26;0.56;2.47653840011748;0.043;64;226;0.997;3.02;-0.462035459596559;2.23001440015921;"5"
6.8;0.29;0.56;2.47653840011748;0.043;66;230;0.9972;3.02;-0.462035459596559;2.23001440015921;"5"
6.7;0.24;0.41;2.24070968927596;0.04;49;166;0.9954;3.12;-0.49429632181478;2.29253475714054;"6"
5.9;0.3;0.23;1.43508452528932;0.038;42;119;0.9924;3.15;-0.693147180559945;2.39789527279837;"5"
6.5;0.28;0.28;2.14006616349627;0.047;54;210;0.9962;3.09;-0.616186139423817;2.18605127673809;"4"
6.6;0.28;0.28;2.14006616349627;0.052;55;211;0.9962;3.09;-0.59783700075562;2.18605127673809;"6"
6.8;0.28;0.4;3.09104245335832;0.048;48;167;1.001;2.93;-0.693147180559945;2.16332302566054;"5"
6.8;0.28;0.36;2.07944154167984;0.045;28;123;0.9928;3.02;-0.994252273343867;2.43361335540045;"6"
6.6;0.15;0.34;1.62924053973028;0.055;34;125;0.9942;3.36;-0.867500567704723;2.26176309847379;"5"
6.8;0.26;0.24;2.05412373369555;0.052;54;214;0.9961;3.13;-0.755022584278033;2.18605127673809;"5"
7.1;0.32;0.24;2.57261223020711;0.05;52;204;0.998;3.1;-0.713349887877465;2.17475172148416;"5"
6.8;0.26;0.24;2.05412373369555;0.052;54;214;0.9961;3.13;-0.755022584278033;2.18605127673809;"5"
6.8;0.27;0.26;2.77881927199042;0.049;55;196;0.9984;3.15;-0.693147180559945;2.23001440015921;"5"
7.1;0.32;0.24;2.57261223020711;0.05;52;204;0.998;3.1;-0.713349887877465;2.17475172148416;"5"
6.8;0.26;0.34;2.63188884013665;0.034;39;134;0.9949;3.33;-0.63487827243597;2.484906649788;"6"
5.8;0.28;0.35;0.832909122935104;0.053;36;114;0.9924;3.28;-0.693147180559945;2.32238772029023;"4"
6.4;0.21;0.5;2.45100509811232;0.042;45;153;0.9972;3.15;-0.843970070294529;2.17475172148416;"5"
7;0.16;0.32;2.11625551480255;0.045;38;126;0.9958;3.21;-1.07880966137193;2.21920348405499;"5"
5.6;0.245;0.25;2.27212588550934;0.032;12;68;0.994;3.31;-1.07880966137193;2.35137525716348;"5"
6.8;0.18;0.38;0.336472236621213;0.038;35;111;0.9918;3.32;-0.527632742082372;2.41591377830105;"7"
7;0.16;0.32;2.11625551480255;0.045;38;126;0.9958;3.21;-1.07880966137193;2.21920348405499;"5"
6.7;0.13;0.29;1.66770682055808;0.051;31;122;0.9944;3.44;-0.994252273343867;2.27212588550934;"6"
6.2;0.25;0.25;0.336472236621213;0.03;35;105;0.9912;3.3;-0.82098055206983;2.40694510831829;"7"
5.8;0.26;0.24;2.21920348405499;0.044;55;152;0.9961;3.31;-0.967584026261706;2.24070968927596;"5"
7.5;0.27;0.36;1.94591014905531;0.036;45;164;0.9939;3.03;-1.10866262452161;2.39789527279837;"5"
5.8;0.26;0.24;2.21920348405499;0.044;55;152;0.9961;3.31;-0.967584026261706;2.24070968927596;"5"
5.7;0.28;0.24;2.86220088092947;0.044;60;167;0.9989;3.31;-0.82098055206983;2.24070968927596;"5"
7.5;0.23;0.36;1.94591014905531;0.036;43;161;0.9938;3.04;-1.13943428318836;2.39789527279837;"5"
7.5;0.27;0.36;1.94591014905531;0.036;45;164;0.9939;3.03;-1.10866262452161;2.39789527279837;"5"
6.2;0.25;0.25;0.336472236621213;0.03;35;105;0.9912;3.3;-0.82098055206983;2.40694510831829;"7"
6.5;0.19;0.3;-0.22314355131421;0.043;33;144;0.9936;3.42;-0.941608539858445;2.2082744135228;"6"
7.1;0.24;0.41;2.87919845729804;0.046;39;145;0.9998;3.32;-0.941608539858445;2.16332302566054;"5"
6.4;0.17;0.32;0.8754687373539;0.048;41;200;0.9938;3.5;-0.693147180559945;2.27212588550934;"6"
6.4;0.17;0.32;0.8754687373539;0.048;41;200;0.9938;3.5;-0.693147180559945;2.27212588550934;"6"
7.1;0.24;0.41;2.87919845729804;0.046;39;145;0.9998;3.32;-0.941608539858445;2.16332302566054;"5"
8.3;0.28;0.4;2.05412373369555;0.041;38;194;0.9976;3.34;-0.673344553263766;2.26176309847379;"6"
8.2;0.27;0.39;2.05412373369555;0.039;49;208;0.9976;3.31;-0.673344553263766;2.2512917986065;"6"
7.2;0.23;0.38;2.66025953726586;0.058;55;194;0.9979;3.09;-0.82098055206983;2.19722457733622;"6"
7.2;0.23;0.38;2.66025953726586;0.058;55;194;0.9979;3.09;-0.82098055206983;2.19722457733622;"6"
7.2;0.23;0.38;2.66025953726586;0.058;55;194;0.9979;3.09;-0.82098055206983;2.19722457733622;"6"
7.2;0.23;0.38;2.66025953726586;0.058;55;194;0.9979;3.09;-0.82098055206983;2.19722457733622;"6"
6.2;0.25;0.21;2.74406063862524;0.039;28;159;0.9982;3.48;-0.446287102628419;2.26176309847379;"6"
7.3;0.32;0.23;2.61739583283408;0.05;49;197;0.9985;3.2;-0.776528789498996;2.16332302566054;"5"
7.7;0.31;0.26;2.05412373369555;0.031;23;90;0.9944;3.13;-0.693147180559945;2.34180580614733;"5"
7.1;0.21;0.37;0.8754687373539;0.026;23;100;0.9903;3.15;-0.967584026261706;2.43361335540045;"7"
6.8;0.24;0.34;0.993251773010283;0.047;64.5;218.5;0.9934;3.3;-0.544727175441672;2.27212588550934;"6"
6.9;0.4;0.56;2.41591377830105;0.043;40;142;0.9975;3.14;-0.776528789498996;2.16332302566054;"5"
6.8;0.21;0.27;0.741937344729377;0.03;26;139;0.99;3.16;-0.49429632181478;2.53369681395743;"7"
5.8;0.2;0.27;0.336472236621213;0.031;12;77;0.9905;3.25;-1.02165124753198;2.3887627892351;"7"
5.6;0.19;0.26;0.336472236621213;0.03;12;76;0.9905;3.25;-0.994252273343867;2.3887627892351;"7"
6.1;0.41;0.14;2.34180580614733;0.037;18;119;0.996;3.38;-0.798507696217772;2.30258509299405;"5"
6.9;0.4;0.56;2.41591377830105;0.043;40;142;0.9975;3.14;-0.776528789498996;2.16332302566054;"5"
5.8;0.24;0.44;1.25276296849537;0.029;5;109;0.9913;3.53;-0.843970070294529;2.45958884180371;"3"
5.8;0.24;0.39;0.405465108108164;0.054;37;158;0.9932;3.21;-0.653926467406664;2.23001440015921;"6"
6.7;0.26;0.39;0.0953101798043249;0.04;45;147;0.9935;3.32;-0.544727175441672;2.26176309847379;"8"
6.3;0.35;0.3;1.7404661748405;0.035;8;97;0.9927;3.27;-0.891598119283784;2.39789527279837;"7"
6.3;0.35;0.3;1.7404661748405;0.035;8;97;0.9927;3.27;-0.891598119283784;2.39789527279837;"7"
6.4;0.23;0.39;0.587786664902119;0.032;23;118;0.9912;3.32;-0.693147180559945;2.46809953147162;"6"
5.8;0.36;0.38;-0.105360515657826;0.037;3;75;0.9904;3.28;-1.07880966137193;2.43361335540045;"4"
6.9;0.115;0.35;1.68639895357023;0.048;36;108;0.9939;3.32;-0.867500567704723;2.32238772029023;"6"
6.9;0.29;0.4;2.96784707006446;0.043;36;156;0.9996;2.93;-0.755022584278033;2.18605127673809;"5"
6.9;0.28;0.4;2.10413415427021;0.036;15;95;0.9944;3.17;-1.10866262452161;2.32238772029023;"5"
7.2;0.29;0.4;2.61006979274201;0.045;66;231;0.9977;3.08;-0.527632742082372;2.26176309847379;"6"
6.2;0.24;0.35;0.182321556793955;0.038;22;167;0.9912;3.1;-0.7339691750802;2.36085400111802;"6"
6.9;0.29;0.4;2.96784707006446;0.043;36;156;0.9996;2.93;-0.755022584278033;2.18605127673809;"5"
6.9;0.32;0.26;2.11625551480255;0.053;32;180;0.9965;3.25;-0.673344553263766;2.21920348405499;"6"
6.9;0.32;0.26;2.11625551480255;0.053;32;180;0.9965;3.25;-0.673344553263766;2.21920348405499;"6"
5.8;0.25;0.26;2.57261223020711;0.051;44;148;0.9972;3.29;-0.967584026261706;2.23001440015921;"5"
7;0.29;0.54;2.37024374146786;0.046;59;234;0.9966;3.05;-0.49429632181478;2.2512917986065;"5"
6.6;0.19;0.41;2.18605127673809;0.046;51;169;0.9954;3.14;-0.562118918153541;2.28238238567653;"6"
6.7;0.2;0.41;2.2082744135228;0.044;50;166;0.9954;3.14;-0.544727175441672;2.28238238567653;"6"
7.7;0.26;0.4;0.0953101798043249;0.042;9;60;0.9915;2.89;-0.693147180559945;2.36085400111802;"5"
6.8;0.32;0.34;0.182321556793955;0.044;14;67;0.9919;3.05;-0.755022584278033;2.36085400111802;"4"
7;0.3;0.49;1.54756250871601;0.036;17;105;0.9916;3.26;-0.385662480811985;2.51769647261099;"7"
7;0.24;0.36;1.02961941718116;0.034;22;112;0.99;3.19;-0.967584026261706;2.53369681395743;"8"
6.8;0.44;0.37;1.62924053973028;0.047;46;201;0.9938;3.08;-0.430782916092454;2.35137525716348;"4"
6.7;0.34;0.3;2.74727091425549;0.054;51;196;0.9982;3.19;-0.713349887877465;2.23001440015921;"5"
7.1;0.35;0.24;2.73436750941958;0.055;46;198;0.9988;3.12;-0.713349887877465;2.17475172148416;"5"
7.3;0.32;0.25;1.97408102602201;0.056;47;180;0.9961;3.08;-0.755022584278033;2.17475172148416;"5"
6.5;0.28;0.33;2.75366071235426;0.053;51;190;0.9978;3.22;-0.673344553263766;2.27212588550934;"6"
7.2;0.23;0.39;2.65324196460721;0.058;49;192;0.9979;2.98;-0.7339691750802;2.19722457733622;"7"
7.2;0.23;0.39;2.65324196460721;0.058;49;192;0.9979;2.98;-0.7339691750802;2.19722457733622;"7"
7.2;0.23;0.39;2.65324196460721;0.058;49;192;0.9979;2.98;-0.7339691750802;2.19722457733622;"7"
7.2;0.23;0.39;2.65324196460721;0.058;49;192;0.9979;2.98;-0.7339691750802;2.19722457733622;"7"
5.9;0.15;0.31;1.75785791755237;0.041;53;155;0.9945;3.52;-0.776528789498996;2.35137525716348;"6"
7.4;0.28;0.42;2.98568193770049;0.066;53;195;1;2.96;-0.82098055206983;2.2082744135228;"5"
